10	1.33707181;-0.80546936;0.0777372;0.21828782;0.3694106;-0.2266203;-0.51515529;-0.10087943;-0.11121441;-0.56320417;-0.13615148;-0.49980214;0.32999768;-0.10149366;-0.05009329;0.26859282;-0.08758267;-0.12749845;-0.10181136;0.01594265;0.29998317;-0.18213351;0.19365322;0.10040083;0.08537387
11	-0.84617542;0.0095765;0.31478497;-0.41444563;0.43023035;0.02085646;-0.13068958;0.53430887;-0.67188405;-0.25372164;-0.22010082;0.09182772;-0.45980085;-0.03016903;-0.35130121;0.14627665;-0.11210306;0.29239924;-0.27030789;0.39084511;-0.31968165;0.21612593;0.36030434;0.1297877;-0.21051619
12	2.04329673;-0.13168321;-0.23735566;-0.12306894;-0.09368536;-0.40493575;0.09230609;-0.15359769;0.05792486;0.80506711;0.5166387;-0.37646667;0.26433602;-0.74840242;-0.58072869;-0.20919942;0.16309243;-0.00848435;-0.10155898;0.01022581;0.33151027;-0.34327029;0.20267566;-0.29249738;0.10291341
13	-0.67689961;-0.26187346;-0.19957679;0.97402506;1.17452691;1.14355305;0.95330131;-0.26323535;-0.48335525;1.58213701;-0.59758107;-0.88834928;0.0309001;-0.21522796;0.01732403;0.12551345;0.91600806;-0.02262197;-0.51691364;0.27793284;0.67187012;-0.10496335;0.07354354;-0.07470139;-0.84915999
14	-0.13974349;0.45295948;0.48099251;-0.04800033;-0.03803952;-0.38177388;-0.29775672;0.08329657;0.2221784;0.06863251;0.21237429;-0.29355339;-0.33715862;0.02724943;-0.20154257;-0.21185404;0.4714363;0.08374649;-0.13215397;0.02779866;0.11332589;-0.09366231;-0.05382825;0.02934479;0.24765545
15	-0.18654782;4.29455001;2.10291377;-0.21832828;0.55970188;0.10334358;0.01067341;-1.50343133;1.2514675;-0.46428722;-0.23011192;-0.34568072;0.10609763;-0.96356346;0.746299;-0.2712144;0.02153999;-0.40384772;1.33821848;0.05660481;-0.19766266;0.25546211;0.573101;0.21738953;-0.56303701
16	-0.34130735;-0.06422703;0.31235221;-0.57758924;1.10105342;-0.87636979;0.31626008;-0.08401148;-0.59097218;0.18093092;-0.49892598;0.21158915;-0.80004189;-0.71914881;-0.25377814;0.31113264;-0.15053309;-0.38957472;-0.10507166;-0.43674733;0.3276418;-0.3988661;-0.21661753;-0.22474564;0.0208199
17	-1.61842196;-0.25997219;-0.7798378;-0.79170391;0.40692927;0.06157484;0.03514373;-0.27984797;0.06724872;-0.14977727;0.44895268;-0.19443503;-0.01564753;-0.02842772;-0.1526236;0.03785143;-0.09500969;0.11450086;0.09849057;0.06461449;-0.0522762;0.06583089;-0.03226947;-0.08648039;0.04927738
18	2.05887861;-0.261239;-0.69752496;0.63435848;1.11876177;-0.67393688;-0.04628569;0.01885139;0.1604892;-0.01650079;0.28031259;-0.04145296;0.08441799;0.04929569;0.11544298;0.07695248;0.07395017;-0.07199693;0.03942486;-0.08249179;-0.06440732;-0.06636687;0.00697002;-0.0237143;0.06861319
19	0.79033987;1.15283683;0.09981693;-0.30500807;0.54054732;0.16310608;0.46794882;-0.12842284;-0.35057969;-0.24987783;0.0344496;-0.05165604;0.13858225;-0.03817248;0.00183527;-0.04227843;0.01164847;0.08262276;-0.04450313;-0.16493634;0.1579019;-0.00355422;-0.06917041;0.03140386;-0.02361418
20	1.17077924;-0.60622828;0.26570273;-0.24343554;-0.12651886;-0.22253857;0.13913422;-0.33291305;-0.06319721;0.08261362;0.10464906;-0.09066486;0.01865495;0.0489948;-0.12664173;0.00227086;0.01347479;-0.04226956;0.03272748;0.02307602;0.03349422;-0.02901289;0.06858503;-0.07075594;0.04972416
21	0.94807581;-0.79632408;0.6419543;-0.01293161;0.11147373;-0.31197551;-0.02632514;-0.23868172;-0.14867473;-0.06472397;0.1170979;-0.46493959;0.11516345;-0.20858573;-0.19000114;0.15574542;-0.04215167;0.10652164;-0.13712298;-0.20356484;0.27650637;-0.18986062;0.25038246;-0.18372562;0.01190322
22	-0.44280964;1.31396993;0.55394867;0.80810877;-0.6245971;0.0957366;0.23729147;0.83733457;-0.66054106;0.10139757;0.28448484;-0.79588968;-0.50095414;0.45944006;-0.74604534;0.39190535;0.24936623;-0.53099464;0.48834964;-0.39860801;-0.22510854;-1.01021758;0.11682441;0.26222597;0.15918512
23	0.04988554;-0.21116812;-0.09917827;0.55605465;0.58006317;0.46348698;0.40485239;-0.12780313;-0.26780111;0.68646673;-0.24333224;-0.4819958;-0.0787223;-0.20808051;-0.06545817;0.06030661;0.40457256;0.04841728;-0.2550029;0.09773154;0.35306208;-0.09731725;0.11770703;-0.05113367;-0.42903101
24	0.48758666;0.01277331;0.05764558;0.11156503;-0.05743795;-0.25358953;0.04319324;0.13110793;0.02425727;0.04559991;0.13930131;-0.22623155;-0.10189767;-0.01713616;-0.11860528;-0.04088532;0.12469791;-0.032146;0.06313865;-0.03853306;0.06741084;-0.18563952;0.04058505;-0.01814186;0.06287177
25	2.49903956;-0.3535662;-1.28404796;1.59305831;2.60814227;-1.24262826;-0.22079553;0.27534744;0.2337206;-0.16926181;0.47192555;0.12991566;0.10554988;0.30021164;0.40456654;0.11733711;-0.07334716;-0.24490456;0.18276722;0.07423149;-0.2390365;0.11342129;-0.02846649;0.15236129;0.09169214
26	-1.42477788;0.17248269;0.7340587;-1.40093334;1.68747845;-1.52572456;0.68607424;-0.12177351;-1.18950051;0.1082031;-0.87855995;0.76268292;-1.75950155;-1.34516465;-0.53412536;0.70106339;-0.54863783;-0.7967148;-0.06673825;-0.76925927;0.39859054;-0.60763974;-0.44392646;-0.32433192;0.18017812
27	-0.37094699;-0.0646617;-0.5298832;0.43581873;-0.6087025;-0.58067143;1.74133874;0.62374923;0.96744107;-0.33686099;-0.80956098;-0.1496149;-0.21306876;0.39746719;-0.41557088;-0.05150601;0.35930858;-0.32592876;-0.0097537;-0.17527747;0.5637581;0.53252633;0.34456364;0.03864538;0.01064326
28	-0.14244508;-0.24710207;0.27503089;-0.15875457;0.12712795;-0.02803808;-0.12060201;0.16641278;-0.24110854;-0.03011179;-0.00715141;-0.15382687;-0.16494228;0.01828875;-0.1833413;-0.00954681;0.00638081;0.03240385;-0.03062159;0.11422671;0.01088851;-0.01203831;0.12512859;0.04794168;0.01620983
29	2.42015308;0.27928572;-1.07835426;-1.02402009;-0.4659041;0.50757945;0.13348478;-0.39653231;-0.1647987;-0.05830134;-0.26141381;0.02308772;-0.28691107;0.36431111;0.11126567;0.12587299;0.24511919;-0.13041006;-0.04561269;-0.00401529;-0.19497235;-0.06307185;0.0041973;0.03517968;0.0286992
30	-0.06548358;0.67126442;0.815404;0.06032947;0.16623266;-0.28747771;-0.33113686;-0.15960963;0.69759206;0.27292529;0.15439661;-0.22643326;-0.26020363;-0.00722889;-0.19347872;0.24008812;0.31698485;0.11108157;-0.57019928;-0.13443547;0.20078751;-0.17086521;-0.28461453;-0.06974943;-0.08188767
31	0.37468627;0.60387095;0.16661521;-0.03140829;-0.5045836;-0.64340715;0.27847074;0.08815816;-0.41836577;0.4532457;0.37658567;-0.53905889;-0.32429396;0.28415124;-0.33166348;-0.72667321;0.56014886;-0.09053006;0.51987901;0.22654744;0.44585184;-0.30262446;0.26475322;-0.09154402;0.26691062
32	-0.16445401;2.00810214;1.17794004;-0.14228177;0.76243261;-0.17053691;-0.01012091;-0.79693623;0.49528619;-0.37008323;-0.19446914;-0.12478759;0.02829353;-0.57955761;0.31799839;-0.1024578;0.00876457;-0.2398648;0.75563713;0.10018161;-0.0629208;0.1107088;0.3032338;0.06465811;-0.24181341
33	-0.62060256;1.45424142;1.21242012;0.18252943;0.29477383;-0.52493831;-0.60646925;-0.23070848;1.28037389;0.08946976;0.19958394;-0.42216291;-0.4186952;0.14310689;-0.16315568;0.14697156;0.94280562;0.2929835;-1.04992305;-0.39893413;-0.18378768;-0.21261725;-0.66333709;0.20580009;-0.01945977
34	0.26188315;-0.87884774;0.87584883;-0.13753909;-0.17068616;-0.30093425;0.27801687;-0.4106531;-0.19882472;-0.00177416;0.11704931;-0.10701791;0.07660646;0.17472539;-0.10298767;-0.11157964;0.058323;-0.10244766;0.05836446;0.20169402;0.15289021;-0.02230616;-0.02549511;-0.03249493;0.06619305
35	1.24228616;0.04712193;-0.50299821;-0.38035796;-0.03937848;0.10678298;0.15542616;-0.06735407;-0.04657645;-0.04374009;-0.17031841;-0.11113905;-0.2546777;0.15944414;-0.10775632;0.07501565;0.2122529;-0.06639135;-0.0781535;-0.03673917;-0.02520001;-0.04166214;0.03363415;0.01510743;0.0026134
36	-0.0368419;-0.16397241;-0.50399666;0.3015616;-0.08520049;-0.2774623;0.53226834;0.29393035;0.46828647;-0.52530299;-0.46542007;0.09745375;0.03507148;-0.02951766;-0.10188427;-0.13314951;-0.06993512;0.02074282;-0.19943739;0.0897394;0.07540215;-0.31380739;0.22610399;-0.07998286;-0.12573591
37	0.64475323;0.81011489;-0.09932008;0.41883185;-0.09837588;0.67192669;1.21336223;0.26939796;-0.49506043;0.15718124;-0.0912133;1.77721781;0.4755006;2.20180172;-0.0514078;0.38705448;-0.81262114;3.25163022;1.59888899;0.42903009;1.17034269;-1.50012205;-0.51105903;1.08468213;0.1123152
38	1.01070717;-0.16070938;-0.29347649;0.20141917;0.66914322;-0.2268974;0.10612905;0.06181496;-0.12640489;0.07644537;-0.01448335;-0.05426236;-0.11292047;0.0289011;0.00198507;0.06624981;0.09031878;-0.06343118;-0.03587795;0.00380119;-0.02263718;-0.04032077;0.10945437;0.01656684;-0.0583864
39	1.00031807e+00;-1.15089375e-01;-5.60622362e-01;9.71068623e-01;1.37823202e+00;-7.69664751e-01;-2.51467838e-01;2.20987745e-01;-7.38273039e-02;-1.41063862e-01;7.74358017e-02;2.54378491e-02;1.90844089e-02;1.07502734e-01;7.12209639e-02;8.53930374e-02;-4.65298559e-04;-1.42002200e-01;1.01553582e-01;2.91303732e-02;-7.65399014e-02;-5.49492040e-02;7.60214413e-02;6.43747107e-02;3.59499261e-03
